Datetime, Temp, K_int, tenzo, level, oporn_level, quotes, rain 
2023-03-23 00:13:21,2.45,798,829714,829346,829325,1,0.5
2023-03-23 00:13:27,2.45,798,829714,829346,829325,1,0.5
2023-03-23 00:13:33,2.45,797,829715,829345,829325,1,0.5
2023-03-23 00:13:39,2.45,798,829715,829345,829325,1,0.5
2023-03-23 00:13:44,2.44,796,829714,829346,829325,1,0.5
2023-03-23 00:13:50,2.44,797,829716,829346,829325,1,0.5
2023-03-23 00:13:56,2.45,798,829717,829346,829325,1,0.5
2023-03-23 00:14:02,2.46,799,829714,829346,829325,1,0.5
2023-03-23 00:14:08,2.45,798,829715,829346,829325,1,0.5
2023-03-23 00:14:14,2.46,799,829717,829346,829325,1,0.5
2023-03-23 00:14:20,2.42,794,829716,829346,829325,1,0.5
2023-03-23 00:14:25,2.44,797,829715,829347,829325,1,0.5
2023-03-23 00:14:31,2.44,797,829717,829347,829325,1,0.5
2023-03-23 00:14:37,2.45,799,829716,829347,829325,1,0.5
2023-03-23 00:14:43,2.43,796,829715,829347,829325,1,0.5
2023-03-23 00:14:49,2.42,795,829717,829347,829325,1,0.5
2023-03-23 00:14:55,2.45,799,829714,829347,829326,1,0.5
2023-03-23 00:15:00,2.43,797,829714,829347,829326,1,0.5
2023-03-23 00:15:06,2.44,798,829716,829347,829326,1,0.5
2023-03-23 00:15:12,2.44,798,829714,829347,829326,1,0.5
2023-03-23 00:15:18,2.44,798,829711,829347,829326,1,0.5
2023-03-23 00:15:24,2.42,796,829710,829347,829326,1,0.5
2023-03-23 00:15:30,2.43,797,829714,829347,829326,1,0.5
2023-03-23 00:15:36,2.42,796,829719,829347,829326,1,0.5
2023-03-23 00:15:41,2.43,798,829717,829348,829326,1,0.5
2023-03-23 00:15:47,2.44,799,829712,829347,829326,1,0.5
2023-03-23 00:15:53,2.43,798,829714,829347,829326,1,0.5
2023-03-23 00:15:59,2.43,798,829716,829348,829326,1,0.5
2023-03-23 00:16:05,2.43,798,829714,829348,829326,1,0.5
2023-03-23 00:16:11,2.43,798,829712,829348,829326,1,0.5
2023-03-23 00:16:17,2.43,798,829712,829347,829326,1,0.5
2023-03-23 00:16:22,2.43,798,829713,829347,829326,1,0.5
2023-03-23 00:16:28,2.43,798,829714,829347,829326,1,0.5
2023-03-23 00:16:34,2.44,799,829716,829347,829326,1,0.5
2023-03-23 00:16:40,2.42,797,829714,829347,829326,1,0.5
2023-03-23 00:16:46,2.42,797,829713,829347,829326,1,0.5
2023-03-23 00:16:52,2.42,798,829715,829348,829326,1,0.5
2023-03-23 00:16:57,2.39,790,829713,829348,829326,1,0.5
2023-03-23 00:17:03,2.41,797,829714,829348,829326,1,0.5
2023-03-23 00:17:09,2.42,798,829714,829348,829326,1,0.5
2023-03-23 00:17:15,2.40,794,829716,829348,829326,1,0.5
2023-03-23 00:17:21,2.43,799,829716,829349,829326,1,0.5
2023-03-23 00:17:27,2.41,797,829712,829349,829326,1,0.5
2023-03-23 00:17:33,2.40,794,829712,829349,829326,1,0.5
2023-03-23 00:17:38,2.39,793,829712,829348,829326,1,0.5
2023-03-23 00:17:44,2.42,799,829714,829349,829326,1,0.5
2023-03-23 00:17:50,2.41,798,829716,829349,829326,1,0.5
2023-03-23 00:17:56,2.40,795,829716,829349,829326,1,0.5
2023-03-23 00:18:02,2.40,795,829714,829349,829326,1,0.5
2023-03-23 00:18:08,2.42,799,829715,829349,829326,1,0.5
2023-03-23 00:18:13,2.40,796,829714,829350,829326,1,0.5
2023-03-23 00:18:19,2.43,799,829712,829350,829326,1,0.5
2023-03-23 00:18:25,2.41,798,829713,829350,829326,1,0.5
2023-03-23 00:18:31,2.40,796,829712,829350,829326,1,0.5
2023-03-23 00:18:37,2.40,796,829712,829350,829326,1,0.5
